Datum,Workout-Name,Dauer,Name der Übung,Reihenfolge festlegen,Gewicht,Wiederh.,Entfernung,Sekunden,Notizen,Workout-Notizen,RPE
2023-01-23 18:16:12,"Abend-Workout",1h 22min,"Incline Bench Press (Dumbbell)",Ruhezeit,0.0,0.0,0,120.0,,,
2023-01-23 18:16:12,"Abend-Workout",1h 22min,"Incline Bench Press (Dumbbell)",3,20.0,11.0,0,0.0,,,
2023-01-23 18:16:12,"Abend-Workout",1h 22min,"Incline Bench Press (Dumbbell)",Ruhezeit,0.0,0.0,0,60.0,,,
2023-01-23 18:16:12,"Abend-Workout",1h 22min,"Incline Bench Press (Dumbbell)",4,19.5,10.0,0,0.0,,,
2023-01-23 18:16:12,"Abend-Workout",1h 22min,"Overhead Press (Barbell)",1,33.0,7.0,0,0.0,,,
2023-01-23 18:16:12,"Abend-Workout",1h 22min,"Overhead Press (Barbell)",Ruhezeit,0.0,0.0,0,150.0,,,
2023-01-23 18:16:12,"Abend-Workout",1h 22min,"Overhead Press (Barbell)",2,39.0,8.0,0,0.0,,,
2023-01-23 18:16:12,"Abend-Workout",1h 22min,"Overhead Press (Barbell)",Ruhezeit,0.0,0.0,0,150.0,,,
2023-01-23 18:16:12,"Abend-Workout",1h 22min,"Overhead Press (Barbell)",3,38.5,9.0,0,0.0,,,
2023-01-23 18:16:12,"Abend-Workout",1h 22min,"Lateral Raise (Dumbbell)",1,8.5,13.0,0,0.0,,,
2023-01-23 18:16:12,"Abend-Workout",1h 22min,"Lateral Raise (Dumbbell)",Ruhezeit,0.0,0.0,0,90.0,,,
2023-01-23 18:16:12,"Abend-Workout",1h 22min,"Lateral Raise (Dumbbell)",2,9.0,13.0,0,0.0,,,
2023-01-23 18:16:12,"Abend-Workout",1h 22min,"Lateral Raise (Dumbbell)",Ruhezeit,0.0,0.0,0,120.0,,,
2023-01-23 18:16:12,"Abend-Workout",1h 22min,"Lateral Raise (Dumbbell)",3,9.5,12.0,0,0.0,,,
2023-01-23 18:16:12,"Abend-Workout",1h 22min,"Lateral Raise (Dumbbell)",D,6.5,16.0,0,0.0,,,
2023-01-23 18:16:12,"Abend-Workout",1h 22min,"Triceps Pushdown (Cable - Straight Bar)",1,24.0,11.0,0,0.0,,,
2023-01-23 18:16:12,"Abend-Workout",1h 22min,"Triceps Pushdown (Cable - Straight Bar)",Ruhezeit,0.0,0.0,0,60.0,,,
2023-01-23 18:16:12,"Abend-Workout",1h 22min,"Triceps Pushdown (Cable - Straight Bar)",2,26.5,13.0,0,0.0,,,
2023-01-23 18:16:12,"Abend-Workout",1h 22min,"Triceps Pushdown (Cable - Straight Bar)",Ruhezeit,0.0,0.0,0,120.0,,,
2023-01-23 18:16:12,"Abend-Workout",1h 22min,"Triceps Pushdown (Cable - Straight Bar)",3,25.0,12.0,0,0.0,,,
2023-01-23 18:16:12,"Abend-Workout",1h 22min,"Push Up",1,0.0,14.0,0,0.0,,,
2023-01-23 18:16:12,"Abend-Workout",1h 22min,"Push Up",Ruhezeit,0.0,0.0,0,60.0,,,
2023-01-23 18:16:12,"Abend-Workout",1h 22min,"Push Up",2,0.0,16.0,0,0.0,,,
2023-01-23 18:16:12,"Abend-Workout",1h 22min,"Push Up",Ruhezeit,0.0,0.0,0,90.0,,,
2023-01-23 18:16:12,"Abend-Workout",1h 22min,"Push Up",3,0.0,15.0,0,0.0,,,
2023-01-25 19:36:39,"Abend-Workout",53min,"Pull Up",W,-0.5,8.0,0,0.0,,,
2023-01-25 19:36:39,"Abend-Workout",53min,"Pull Up",W,1.5,8.0,0,0.0,,,
2023-01-25 19:36:39,"Abend-Workout",53min,"Pull Up",1,0.0,8.0,0,0.0,,,
2023-01-25 19:36:39,"Abend-Workout",53min,"Pull Up",Ruhezeit,0.0,0.0,0,90.0,,,
2023-01-25 19:36:39,"Abend-Workout",53min,"Pull Up",2,0.0,8.0,0,0.0,,,
2023-01-25 19:36:39,"Abend-Workout",53min,"Pull Up",Ruhezeit,0.0,0.0,0,150.0,,,
2023-01-25 19:36:39,"Abend-Workout",53min,"Pull Up",3,0.0,7.0,0,0.0,,,
2023-01-25 19:36:39,"Abend-Workout",53min,"Seated Row (Cable)",1,43.0,11.0,0,0.0,,,
2023-01-25 19:36:39,"Abend-Workout",53min,"Seated Row (Cable)",Ruhezeit,0.0,0.0,0,60.0,,,
2023-01-25 19:36:39,"Abend-Workout",53min,"Seated Row (Cable)",2,48.5,10.0,0,0.0,,,
2023-01-25 19:36:39,"Abend-Workout",53min,"Seated Row (Cable)",Ruhezeit,0.0,0.0,0,120.0,,,
2023-01-25 19:36:39,"Abend-Workout",53min,"Seated Row (Cable)",3,41.5,9.0,0,0.0,,,
2023-01-25 19:36:39,"Abend-Workout",53min,"Seated Row (Cable)",Ruhezeit,0.0,0.0,0,120.0,,,
2023-01-25 19:36:39,"Abend-Workout",53min,"Seated Row (Cable)",4,40.5,9.0,0,0.0,,,
2023-01-25 19:36:39,"Abend-Workout",53min,"Bicep Curl (Barbell)",1,25.0,10.0,0,0.0,,,
2023-01-25 19:36:39,"Abend-Workout",53min,"Bicep Curl (Barbell)",Ruhezeit,0.0,0.0,0,90.0,,,
2023-01-25 19:36:39,"Abend-Workout",53min,"Bicep Curl (Barbell)",2,27.0,11.0,0,0.0,,,
2023-01-25 19:36:39,"Abend-Workout",53min,"Bicep Curl (Barbell)",Ruhezeit,0.0,0.0,0,90.0,,,
2023-01-25 19:36:39,"Abend-Workout",53min,"Bicep Curl (Barbell)",3,22.5,9.0,0,0.0,,,
2023-01-25 19:36:39,"Abend-Workout",53min,"Bicep Curl (Barbell)",Ruhezeit,0.0,0.0,0,120.0,,,
2023-01-25 19:36:39,"Abend-Workout",53min,"Bicep Curl (Barbell)",4,22.5,11.0,0,0.0,,,
2023-01-25 19:36:39,"Abend-Workout",53min,"Bicep Curl Bench (Dumbell)",1,10.5,11.0,0,0.0,,,
2023-01-25 19:36:39,"Abend-Workout",53min,"Bicep Curl Bench (Dumbell)",Ruhezeit,0.0,0.0,0,120.0,,,
2023-01-25 19:36:39,"Abend-Workout",53min,"Bicep Curl Bench (Dumbell)",2,10.5,11.0,0,0.0,,,
2023-01-25 19:36:39,"Abend-Workout",53min,"Bicep Curl Bench (Dumbell)",Ruhezeit,0.0,0.0,0,60.0,,,
2023-01-25 19:36:39,"Abend-Workout",53min,"Bicep Curl Bench (Dumbell)",3,9.0,11.0,0,0.0,,,
2023-01-25 19:36:39,"Abend-Workout",53min,"Face Pull (Cable)",1,21.5,16.0,0,0.0,,,
2023-01-25 19:36:39,"Abend-Workout",53min,"Face Pull (Cable)",Ruhezeit,0.0,0.0,0,120.0,,,
2023-01-25 19:36:39,"Abend-Workout",53min,"Face Pull (Cable)",2,20.5,15.0,0,0.0,,,
2023-01-25 19:36:39,"Abend-Workout",53min,"Face Pull (Cable)",Ruhezeit,0.0,0.0,0,120.0,,,
2023-01-25 19:36:39,"Abend-Workout",53min,"Face Pull (Cable)",3,22.0,14.0,0,0.0,,,
2023-01-25 19:36:39,"Abend-Workout",53min,"Face Pull (Cable)",Ruhezeit,0.0,0.0,0,90.0,,,
2023-01-25 19:36:39,"Abend-Workout",53min,"Face Pull (Cable)",4,20.0,14.0,0,0.0,,,
2023-01-25 19:36:39,"Abend-Workout",53min,"Push Up (Knees)",1,0.0,11.0,0,0.0,,,
2023-01-25 19:36:39,"Abend-Workout",53min,"Push Up (Knees)",Ruhezeit,0.0,0.0,0,150.0,,,
2023-01-25 19:36:39,"Abend-Workout",53min,"Push Up (Knees)",2,0.0,11.0,0,0.0,,,
2023-01-27 19:05:31,"Abend-Workout",1h 4min,"Squat (Barbell)",W,37.0,8.0,0,0.0,,,
2023-01-27 19:05:31,"Abend-Workout",1h 4min,"Squat (Barbell)",W,36.0,8.0,0,0.0,,,
2023-01-27 19:05:31,"Abend-Workout",1h 4min,"Squat (Barbell)",1,66.5,8.0,0,0.0,,,
2023-01-27 19:05:31,"Abend-Workout",1h 4min,"Squat (Barbell)",Ruhezeit,0.0,0.0,0,60.0,,,
2023-01-27 19:05:31,"Abend-Workout",1h 4min,"Squat (Barbell)",2,73.5,9.0,0,0.0,,,
2023-01-27 19:05:31,"Abend-Workout",1h 4min,"Squat (Barbell)",Ruhezeit,0.0,0.0,0,150.0,,,
2023-01-27 19:05:31,"Abend-Workout",1h 4min,"Squat (Barbell)",3,69.5,7.0,0,0.0,,,
2023-01-27 19:05:31,"Abend-Workout",1h 4min,"Leg Press",1,103.5,10.0,0,0.0,,,
2023-01-27 19:05:31,"Abend-Workout",1h 4min,"Leg Press",Ruhezeit,0.0,0.0,0,90.0,,,
2023-01-27 19:05:31,"Abend-Workout",1h 4min,"Leg Press",2,102.5,9.0,0,0.0,,,
2023-01-27 19:05:31,"Abend-Workout",1h 4min,"Leg Press",Ruhezeit,0.0,0.0,0,60.0,,,
2023-01-27 19:05:31,"Abend-Workout",1h 4min,"Leg Press",3,102.5,10.0,0,0.0,,,
2023-01-27 19:05:31,"Abend-Workout",1h 4min,"Leg Extension (Machine)",1,40.0,13.0,0,0.0,,,
2023-01-27 19:05:31,"Abend-Workout",1h 4min,"Leg Extension (Machine)",Ruhezeit,0.0,0.0,0,120.0,,,
2023-01-27 19:05:31,"Abend-Workout",1h 4min,"Leg Extension (Machine)",2,43.0,12.0,0,0.0,,,
2023-01-27 19:05:31,"Abend-Workout",1h 4min,"Leg Extension (Machine)",Ruhezeit,0.0,0.0,0,150.0,,,
2023-01-27 19:05:31,"Abend-Workout",1h 4min,"Leg Extension (Machine)",3,37.5,12.0,0,0.0,,,
2023-01-27 19:05:31,"Abend-Workout",1h 4min,"Leg Extension (Machine)",Ruhezeit,0.0,0.0,0,120.0,,,
2023-01-27 19:05:31,"Abend-Workout",1h 4min,"Leg Extension (Machine)",4,39.5,13.0,0,0.0,,,
2023-01-27 19:05:31,"Abend-Workout",1h 4min,"Standing Calf Raise (Bodyweight)",1,0.0,21.0,0,0.0,,,
2023-01-27 19:05:31,"Abend-Workout",1h 4min,"Standing Calf Raise (Bodyweight)",Ruhezeit,0.0,0.0,0,90.0,,,
2023-01-27 19:05:31,"Abend-Workout",1h 4min,"Standing Calf Raise (Bodyweight)",2,0.0,20.0,0,0.0,,,
2023-01-27 19:05:31,"Abend-Workout",1h 4min,"Standing Calf Raise (Bodyweight)",Ruhezeit,0.0,0.0,0,90.0,,,
2023-01-27 19:05:31,"Abend-Workout",1h 4min,"Standing Calf Raise (Bodyweight)",3,0.0,21.0,0,0.0,,,
2023-01-27 19:05:31,"Abend-Workout",1h 4min,"Standing Calf Raise (Bodyweight)",Ruhezeit,0.0,0.0,0,120.0,,,
2023-01-27 19:05:31,"Abend-Workout",1h 4min,"Standing Calf Raise (Bodyweight)",4,0.0,19.0,0,0.0,,,
2023-01-27 19:05:31,"Abend-Workout",1h 4min,"Single Leg Extension ",1,20.0,12.0,0,0.0,,,
2023-01-27 19:05:31,"Abend-Workout",1h 4min,"Single Leg Extension ",Ruhezeit,0.0,0.0,0,150.0,,,
2023-01-27 19:05:31,"Abend-Workout",1h 4min,"Single Leg Extension ",2,22.0,13.0,0,0.0,,,
2023-01-27 19:05:31,"Abend-Workout",1h 4min,"Single Leg Extension ",Ruhezeit,0.0,0.0,0,90.0,,,
2023-01-27 19:05:31,"Abend-Workout",1h 4min,"Single Leg Extension ",3,22.0,11.0,0,0.0,,,
2023-01-27 19:05:31,"Abend-Workout",1h 4min,"Plank",1,0.0,0.0,0,35.0,,,
2023-01-27 19:05:31,"Abend-Workout",1h 4min,"Plank",Ruhezeit,0.0,0.0,0,90.0,,,
2023-01-27 19:05:31,"Abend-Workout",1h 4min,"Plank",2,0.0,0.0,0,40.0,,,
2023-01-27 19:05:31,"Abend-Workout",1h 4min,"Plank",Ruhezeit,0.0,0.0,0,120.0,,,
2023-01-27 19:05:31,"Abend-Workout",1h 4min,"Plank",3,0.0,0.0,0,45.0,,,
2023-01-30 19:50:41,"Abend-Workout",46min,"Bench Press (Barbell)",W,29.0,8.0,0,0.0,,,
2023-01-30 19:50:41,"Abend-Workout",46min,"Bench Press (Barbell)",W,29.5,8.0,0,0.0,,,
2023-01-30 19:50:41,"Abend-Workout",46min,"Bench Press (Barbell)",1,64.5,9.0,0,0.0,,,
2023-01-30 19:50:41,"Abend-Workout",46min,"Bench Press (Barbell)",Ruhezeit,0.0,0.0,0,150.0,,,
2023-01-30 19:50:41,"Abend-Workout",46min,"Bench Press (Barbell)",2,56.0,8.0,0,0.0,,,
2023-01-30 19:50:41,"Abend-Workout",46min,"Bench Press (Barbell)",Ruhezeit,0.0,0.0,0,120.0,,,
2023-01-30 19:50:41,"Abend-Workout",46min,"Bench Press (Barbell)",3,53.5,7.0,0,0.0,,,
2023-01-30 19:50:41,"Abend-Workout",46min,"Bench Press (Barbell)",Ruhezeit,0.0,0.0,0,150.0,,,
2023-01-30 19:50:41,"Abend-Workout",46min,"Bench Press (Barbell)",4,67.0,7.0,0,0.0,,,
2023-01-30 19:50:41,"Abend-Workout",46min,"Incline Bench Press (Dumbbell)",1,23.5,9.0,0,0.0,,,
2023-01-30 19:50:41,"Abend-Workout",46min,"Incline Bench Press (Dumbbell)",Ruhezeit,0.0,0.0,0,150.0,,,
2023-01-30 19:50:41,"Abend-Workout",46min,"Incline Bench Press (Dumbbell)",2,20.0,11.0,0,0.0,,,
2023-01-30 19:50:41,"Abend-Workout",46min,"Incline Bench Press (Dumbbell)",Ruhezeit,0.0,0.0,0,60.0,,,
2023-01-30 19:50:41,"Abend-Workout",46min,"Incline Bench Press (Dumbbell)",3,21.5,10.0,0,0.0,,,
2023-01-30 19:50:41,"Abend-Workout",46min,"Overhead Press (Barbell)",1,31.0,9.0,0,0.0,,,
2023-01-30 19:50:41,"Abend-Workout",46min,"Overhead Press (Barbell)",Ruhezeit,0.0,0.0,0,120.0,,,
2023-01-30 19:50:41,"Abend-Workout",46min,"Overhead Press (Barbell)",2,36.0,9.0,0,0.0,,,
2023-01-30 19:50:41,"Abend-Workout",46min,"Overhead Press (Barbell)",Ruhezeit,0.0,0.0,0,150.0,,,
2023-01-30 19:50:41,"Abend-Workout",46min,"Overhead Press (Barbell)",3,38.5,9.0,0,0.0,,,
2023-01-30 19:50:41,"Abend-Workout",46min,"Overhead Press (Barbell)",Ruhezeit,0.0,0.0,0,120.0,,,
2023-01-30 19:50:41,"Abend-Workout",46min,"Overhead Press (Barbell)",4,35.0,9.0,0,0.0,,,
2023-01-30 19:50:41,"Abend-Workout",46min,"Lateral Raise (Dumbbell)",1,8.0,13.0,0,0.0,,,
2023-01-30 19:50:41,"Abend-Workout",46min,"Lateral Raise (Dumbbell)",Ruhezeit,0.0,0.0,0,150.0,,,
2023-01-30 19:50:41,"Abend-Workout",46min,"Lateral Raise (Dumbbell)",2,10.0,11.0,0,0.0,,,
2023-01-30 19:50:41,"Abend-Workout",46min,"Lateral Raise (Dumbbell)",Ruhezeit,0.0,0.0,0,90.0,,,
2023-01-30 19:50:41,"Abend-Workout",46min,"Lateral Raise (Dumbbell)",3,9.0,13.0,0,0.0,,,
2023-01-30 19:50:41,"Abend-Workout",46min,"Lateral Raise (Dumbbell)",Ruhezeit,0.0,0.0,0,90.0,,,
2023-01-30 19:50:41,"Abend-Workout",46min,"Lateral Raise (Dumbbell)",4,9.5,12.0,0,0.0,,,
2023-01-30 19:50:41,"Abend-Workout",46min,"Triceps Pushdown (Cable - Straight Bar)",1,23.5,13.0,0,0.0,,,
2023-01-30 19:50:41,"Abend-Workout",46min,"Triceps Pushdown (Cable - Straight Bar)",Ruhezeit,0.0,0.0,0,120.0,,,
2023-01-30 19:50:41,"Abend-Workout",46min,"Triceps Pushdown (Cable - Straight Bar)",2,27.0,13.0,0,0.0,,,
2023-01-30 19:50:41,"Abend-Workout",46min,"Triceps Pushdown (Cable - Straight Bar)",Ruhezeit,0.0,0.0,0,150.0,,,
2023-01-30 19:50:41,"Abend-Workout",46min,"Triceps Pushdown (Cable - Straight Bar)",3,26.5,12.0,0,0.0,,,
2023-01-30 19:50:41,"Abend-Workout",46min,"Push Up",1,0.0,14.0,0,0.0,,,
2023-01-30 19:50:41,"Abend-Workout",46min,"Push Up",Ruhezeit,0.0,0.0,0,60.0,,,
2023-01-30 19:50:41,"Abend-Workout",46min,"Push Up",2,0.0,14.0,0,0.0,,,
2023-01-30 19:50:41,"Abend-Workout",46min,"Push Up",Ruhezeit,0.0,0.0,0,120.0,,,
2023-01-30 19:50:41,"Abend-Workout",46min,"Push Up",3,0.0,14.0,0,0.0,,,
2023-01-30 19:50:41,"Abend-Workout",46min,"Push Up",Ruhezeit,0.0,0.0,0,90.0,,,
2023-01-30 19:50:41,"Abend-Workout",46min,"Push Up",4,0.0,14.0,0,0.0,,,
2023-02-01 18:14:05,"Abend-Workout",1h 6min,"Pull Up",W,-1.0,8.0,0,0.0,,,
2023-02-01 18:14:05,"Abend-Workout",1h 6min,"Pull Up",W,-1.5,8.0,0,0.0,,,
2023-02-01 18:14:05,"Abend-Workout",1h 6min,"Pull Up",1,8.0,9.0,0,0.0,,,
2023-02-01 18:14:05,"Abend-Workout",1h 6min,"Pull Up",Ruhezeit,0.0,0.0,0,150.0,,,
2023-02-01 18:14:05,"Abend-Workout",1h 6min,"Pull Up",2,8.0,7.0,0,0.0,,,
2023-02-01 18:14:05,"Abend-Workout",1h 6min,"Pull Up",Ruhezeit,0.0,0.0,0,60.0,,,
2023-02-01 18:14:05,"Abend-Workout",1h 6min,"Pull Up",3,8.0,9.0,0,0.0,,,
2023-02-01 18:14:05,"Abend-Workout",1h 6min,"Seated Row (Cable)",1,43.0,9.0,0,0.0,,,
2023-02-01 18:14:05,"Abend-Workout",1h 6min,"Seated Row (Cable)",Ruhezeit,0.0,0.0,0,60.0,,,
2023-02-01 18:14:05,"Abend-Workout",1h 6min,"Seated Row (Cable)",2,43.0,11.0,0,0.0,,,
2023-02-01 18:14:05,"Abend-Workout",1h 6min,"Seated Row (Cable)",Ruhezeit,0.0,0.0,0,150.0,,,
2023-02-01 18:14:05,"Abend-Workout",1h 6min,"Seated Row (Cable)",3,49.0,11.0,0,0.0,,,
2023-02-01 18:14:05,"Abend-Workout",1h 6min,"Bicep Curl (Barbell)",1,26.5,9.0,0,0.0,,,
2023-02-01 18:14:05,"Abend-Workout",1h 6min,"Bicep Curl (Barbell)",Ruhezeit,0.0,0.0,0,90.0,,,
2023-02-01 18:14:05,"Abend-Workout",1h 6min,"Bicep Curl (Barbell)",2,27.5,11.0,0,0.0,,,
2023-02-01 18:14:05,"Abend-Workout",1h 6min,"Bicep Curl (Barbell)",Ruhezeit,0.0,0.0,0,150.0,,,
2023-02-01 18:14:05,"Abend-Workout",1h 6min,"Bicep Curl (Barbell)",3,27.5,9.0,0,0.0,,,
2023-02-01 18:14:05,"Abend-Workout",1h 6min,"Bicep Curl (Barbell)",Ruhezeit,0.0,0.0,0,120.0,,,
2023-02-01 18:14:05,"Abend-Workout",1h 6min,"Bicep Curl (Barbell)",4,24.0,11.0,0,0.0,,,
2023-02-01 18:14:05,"Abend-Workout",1h 6min,"Bicep Curl Bench (Dumbell)",1,10.0,13.0,0,0.0,,,
2023-02-01 18:14:05,"Abend-Workout",1h 6min,"Bicep Curl Bench (Dumbell)",Ruhezeit,0.0,0.0,0,120.0,,,
2023-02-01 18:14:05,"Abend-Workout",1h 6min,"Bicep Curl Bench (Dumbell)",2,9.5,12.0,0,0.0,,,
2023-02-01 18:14:05,"Abend-Workout",1h 6min,"Bicep Curl Bench (Dumbell)",Ruhezeit,0.0,0.0,0,150.0,,,
2023-02-01 18:14:05,"Abend-Workout",1h 6min,"Bicep Curl Bench (Dumbell)",3,10.0,11.0,0,0.0,,,
2023-02-01 18:14:05,"Abend-Workout",1h 6min,"Bicep Curl Bench (Dumbell)",Ruhezeit,0.0,0.0,0,120.0,,,
2023-02-01 18:14:05,"Abend-Workout",1h 6min,"Bicep Curl Bench (Dumbell)",4,9.5,11.0,0,0.0,,,
2023-02-01 18:14:05,"Abend-Workout",1h 6min,"Face Pull (Cable)",1,17.5,15.0,0,0.0,,,
2023-02-01 18:14:05,"Abend-Workout",1h 6min,"Face Pull (Cable)",Ruhezeit,0.0,0.0,0,150.0,,,
2023-02-01 18:14:05,"Abend-Workout",1h 6min,"Face Pull (Cable)",2,18.5,16.0,0,0.0,,,
2023-02-01 18:14:05,"Abend-Workout",1h 6min,"Face Pull (Cable)",Ruhezeit,0.0,0.0,0,150.0,,,
2023-02-01 18:14:05,"Abend-Workout",1h 6min,"Face Pull (Cable)",3,19.0,15.0,0,0.0,,,
2023-02-01 18:14:05,"Abend-Workout",1h 6min,"Face Pull (Cable)",Ruhezeit,0.0,0.0,0,120.0,,,
2023-02-01 18:14:05,"Abend-Workout",1h 6min,"Face Pull (Cable)",4,22.0,15.0,0,0.0,,,
2023-02-03 19:43:54,"Abend-Workout",1h 6min,"Squat (Barbell)",W,35.5,8.0,0,0.0,,,
2023-02-03 19:43:54,"Abend-Workout",1h 6min,"Squat (Barbell)",W,35.0,8.0,0,0.0,,,
2023-02-03 19:43:54,"Abend-Workout",1h 6min,"Squat (Barbell)",1,0.0,8.0,0,0.0,,,
2023-02-03 19:43:54,"Abend-Workout",1h 6min,"Squat (Barbell)",Ruhezeit,0.0,0.0,0,150.0,,,
2023-02-03 19:43:54,"Abend-Workout",1h 6min,"Squat (Barbell)",2,64.0,7.0,0,0.0,,,
2023-02-03 19:43:54,"Abend-Workout",1h 6min,"Squat (Barbell)",Ruhezeit,0.0,0.0,0,120.0,,,
2023-02-03 19:43:54,"Abend-Workout",1h 6min,"Squat (Barbell)",3,68.0,7.0,0,0.0,,,
2023-02-03 19:43:54,"Abend-Workout",1h 6min,"Squat (Barbell)",Ruhezeit,0.0,0.0,0,150.0,,,
2023-02-03 19:43:54,"Abend-Workout",1h 6min,"Squat (Barbell)",4,64.5,9.0,0,0.0,,,
2023-02-03 19:43:54,"Abend-Workout",1h 6min,"Leg Press",1,112.0,9.0,0,0.0,,,
2023-02-03 19:43:54,"Abend-Workout",1h 6min,"Leg Press",Ruhezeit,0.0,0.0,0,150.0,,,
2023-02-03 19:43:54,"Abend-Workout",1h 6min,"Leg Press",2,113.0,9.0,0,0.0,,,
2023-02-03 19:43:54,"Abend-Workout",1h 6min,"Leg Press",Ruhezeit,0.0,0.0,0,150.0,,,
2023-02-03 19:43:54,"Abend-Workout",1h 6min,"Leg Press",3,108.0,9.0,0,0.0,,,
2023-02-03 19:43:54,"Abend-Workout",1h 6min,"Leg Press",Ruhezeit,0.0,0.0,0,120.0,,,
2023-02-03 19:43:54,"Abend-Workout",1h 6min,"Leg Press",4,120.5,10.0,0,0.0,,,
2023-02-03 19:43:54,"Abend-Workout",1h 6min,"Leg Extension (Machine)",1,39.5,11.0,0,0.0,,,
2023-02-03 19:43:54,"Abend-Workout",1h 6min,"Leg Extension (Machine)",Ruhezeit,0.0,0.0,0,90.0,,,
2023-02-03 19:43:54,"Abend-Workout",1h 6min,"Leg Extension (Machine)",2,39.0,13.0,0,0.0,,,
2023-02-03 19:43:54,"Abend-Workout",1h 6min,"Leg Extension (Machine)",Ruhezeit,0.0,0.0,0,60.0,,,
2023-02-03 19:43:54,"Abend-Workout",1h 6min,"Leg Extension (Machine)",3,39.0,13.0,0,0.0,,,
2023-02-03 19:43:54,"Abend-Workout",1h 6min,"Standing Calf Raise (Bodyweight)",1,0.0,20.0,0,0.0,,,
2023-02-03 19:43:54,"Abend-Workout",1h 6min,"Standing Calf Raise (Bodyweight)",Ruhezeit,0.0,0.0,0,120.0,,,
2023-02-03 19:43:54,"Abend-Workout",1h 6min,"Standing Calf Raise (Bodyweight)",2,0.0,19.0,0,0.0,,,
2023-02-03 19:43:54,"Abend-Workout",1h 6min,"Standing Calf Raise (Bodyweight)",Ruhezeit,0.0,0.0,0,120.0,,,
2023-02-03 19:43:54,"Abend-Workout",1h 6min,"Standing Calf Raise (Bodyweight)",3,0.0,19.0,0,0.0,,,
2023-02-03 19:43:54,"Abend-Workout",1h 6min,"Single Leg Extension ",1,21.0,11.0,0,0.0,,,
2023-02-03 19:43:54,"Abend-Workout",1h 6min,"Single Leg Extension ",Ruhezeit,0.0,0.0,0,150.0,,,
2023-02-03 19:43:54,"Abend-Workout",1h 6min,"Single Leg Extension ",2,20.5,12.0,0,0.0,,,
2023-02-03 19:43:54,"Abend-Workout",1h 6min,"Single Leg Extension ",Ruhezeit,0.0,0.0,0,150.0,,,
2023-02-03 19:43:54,"Abend-Workout",1h 6min,"Single Leg Extension ",3,20.0,12.0,0,0.0,,,
2023-02-03 19:43:54,"Abend-Workout",1h 6min,"Single Leg Extension ",Ruhezeit,0.0,0.0,0,120.0,,,
2023-02-03 19:43:54,"Abend-Workout",1h 6min,"Single Leg Extension ",4,19.0,11.0,0,0.0,,,
2023-02-03 19:43:54,"Abend-Workout",1h 6min,"Plank",1,0.0,0.0,0,35.0,,,
2023-02-03 19:43:54,"Abend-Workout",1h 6min,"Plank",Ruhezeit,0.0,0.0,0,60.0,,,
2023-02-03 19:43:54,"Abend-Workout",1h 6min,"Plank",2,0.0,0.0,0,40.0,,,
2023-02-03 19:43:54,"Abend-Workout",1h 6min,"Plank",Ruhezeit,0.0,0.0,0,60.0,,,
2023-02-03 19:43:54,"Abend-Workout",1h 6min,"Plank",3,0.0,0.0,0,45.0,,,
2023-02-03 19:43:54,"Abend-Workout",1h 6min,"Push Up (Knees)",1,0.0,12.0,0,0.0,,,
2023-02-03 19:43:54,"Abend-Workout",1h 6min,"Push Up (Knees)",Ruhezeit,0.0,0.0,0,150.0,,,
2023-02-03 19:43:54,"Abend-Workout",1h 6min,"Push Up (Knees)",2,0.0,11.0,0,0.0,,,
2023-02-03 19:43:54,"Abend-Workout",1h 6min,"Running",1,0.0,0.0,1.75,450.0,,,
2023-02-06 19:40:30,"Abend-Workout",47min,"Bench Press (Barbell)",W,30.5,8.0,0,0.0,,,
2023-02-06 19:40:30,"Abend-Workout",47min,"Bench Press (Barbell)",W,31.5,8.0,0,0.0,,,
2023-02-06 19:40:30,"Abend-Workout",47min,"Bench Press (Barbell)",1,53.0,7.0,0,0.0,,,
2023-02-06 19:40:30,"Abend-Workout",47min,"Bench Press (Barbell)",Ruhezeit,0.0,0.0,0,120.0,,,
2023-02-06 19:40:30,"Abend-Workout",47min,"Bench Press (Barbell)",2,67.0,9.0,0,0.0,,,
2023-02-06 19:40:30,"Abend-Workout",47min,"Bench Press (Barbell)",Ruhezeit,0.0,0.0,0,60.0,,,
2023-02-06 19:40:30,"Abend-Workout",47min,"Bench Press (Barbell)",3,58.5,8.0,0,0.0,,,
2023-02-06 19:40:30,"Abend-Workout",47min,"Incline Bench Press (Dumbbell)",1,24.5,10.0,0,0.0,,,
2023-02-06 19:40:30,"Abend-Workout",47min,"Incline Bench Press (Dumbbell)",Ruhezeit,0.0,0.0,0,60.0,,,
2023-02-06 19:40:30,"Abend-Workout",47min,"Incline Bench Press (Dumbbell)",2,21.5,9.0,0,0.0,,,
2023-02-06 19:40:30,"Abend-Workout",47min,"Incline Bench Press (Dumbbell)",Ruhezeit,0.0,0.0,0,120.0,,,
2023-02-06 19:40:30,"Abend-Workout",47min,"Incline Bench Press (Dumbbell)",3,22.5,11.0,0,0.0,,,
2023-02-06 19:40:30,"Abend-Workout",47min,"Overhead Press (Barbell)",1,32.5,7.0,0,0.0,,,
2023-02-06 19:40:30,"Abend-Workout",47min,"Overhead Press (Barbell)",Ruhezeit,0.0,0.0,0,150.0,,,
2023-02-06 19:40:30,"Abend-Workout",47min,"Overhead Press (Barbell)",2,39.0,9.0,0,0.0,,,
